Startup_Name,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,Startup_Status,Annual_Expense,Profit,Market_Size_Ordinal,Is_Profitable_Binary,Industry_E-commerce,Industry_Education,Industry_Finance,Industry_Healthcare,Industry_Logistics,Industry_Tech,Business_Model_B2C,Business_Model_Hybrid
Startup_32,0.375,-0.3221466338901458,-0.5,0.8666666666666667,0.9657534246575342,-0.18017800467579065,-0.7645621343248711,1.0,-0.39749273811343827,0.3280897957473886,0.0,-0.7483828458296743,-0.09115524189660844,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Startup_33,0.125,0.687201241071391,0.0,0.8666666666666667,0.4628180039138943,-0.5072518103055886,-0.9847113620885922,-0.25,-0.908321867196657,0.3572351144139768,0.0,-0.966879543553156,-0.39087306919063336,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_34,0.75,-0.9064726421555467,1.0,0.9333333333333333,-0.4295499021526419,-0.9250790794454719,0.7358837594261541,-0.5,0.6435305508841664,-0.27241228328268324,0.0,0.7073009670395909,-1.0068442446616446,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_35,-0.125,-0.710276856697215,0.5,-0.6666666666666666,0.5724070450097848,0.2056093670717984,0.6993194776531175,0.5,0.10334811190949396,-0.048533308864377823,0.0,0.6892702358620475,0.12156235131715032,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_36,0.625,-0.1336521296430318,0.0,-0.6666666666666666,-0.5998043052837574,-0.4361533692324974,0.4205349730823338,0.0,0.9688630688477805,0.6538327659926733,0.0,0.46805115280888365,-0.49128563076109266,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_37,-0.75,0.1684852911058352,1.0,0.8,0.9403131115459883,-0.7710881957611182,-0.4271821205056445,0.75,0.8190388829434846,-0.05320900710231381,0.0,-0.4415971898172446,-0.7163575941842689,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_38,0.25,0.14699292638155578,1.0,0.2,0.7876712328767124,-0.1027858383771856,0.09436941079390959,0.25,-0.8178158283646741,-0.31835540692438197,0.0,0.05969252194156192,-0.11049526134917612,2,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Startup_39,0.75,-0.7091578263953494,0.0,0.8,0.824853228962818,0.30123484197328415,0.3791608050942243,-0.25,-0.17224685318248997,0.4283599848797813,0.0,0.4077354853125341,0.25040879714784303,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Startup_40,0.375,-0.7017986846549146,1.0,0.8,0.036203522504892366,-0.24812804922785747,0.6771311683211628,0.25,0.30596748713244654,0.5411113360747872,0.0,0.7161565346622116,-0.3336043178554936,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Startup_41,0.625,0.3237789334577768,-0.5,-0.5333333333333333,0.3395303326810176,-0.9618050267528543,-0.32656025530772637,-0.75,-0.21770371502828312,0.3482208309936557,0.0,-0.3071568828172498,-0.9223695594078795,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_42,0.25,0.9305971384808006,0.0,0.6666666666666666,0.31409001956947163,0.524886556029117,0.21411151817625976,0.0,0.7244559955154665,-0.7753690041500811,0.0,0.14176050051183986,0.5049227173735046,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Startup_43,-0.625,0.6721714885509402,-0.5,0.7333333333333333,0.687866927592955,-0.036321134970998877,-0.6315237437179685,-0.75,0.2036385873719615,0.3562596807798682,0.0,-0.6125266390567596,0.03592565326597531,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_44,-0.625,0.3205637833858755,0.0,-0.5333333333333333,-0.525440313111546,-0.6428559347976632,0.15164861385203485,-0.75,-0.4460072364062579,-0.839963057196516,0.0,0.07369255311962503,-0.6501183604217897,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Startup_45,-0.75,0.6137301830876596,0.5,-0.26666666666666666,0.2827788649706458,-0.26323069089877843,-0.1951642648718242,0.25,0.49146409825205123,-0.20851639336904604,0.0,-0.22170687424328242,-0.23673123127266718,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Startup_46,-0.125,0.8345662966795655,1.0,-0.26666666666666666,0.6350293542074364,0.2600781309124569,0.6004752223255074,0.0,-0.3153442389033277,-0.08226256718573434,0.0,0.58726542404764,0.18798991286536088,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Startup_47,-0.125,-0.08263687230470072,1.0,-0.4,-0.860078277886497,0.6424926176680454,-0.8314809935924521,1.0,0.12087856087244558,0.2697971636624042,0.0,-0.8203971877387071,0.7368832194947494,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Startup_48,0.125,-0.24844534747376346,1.0,-0.6,-0.09295499021526418,-0.6396288308537241,-0.3086529236612003,0.0,0.2535799826733934,0.9874749533976109,0.0,-0.23589796459211299,-0.6099600545575138,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Startup_49,-0.625,-0.09378165015328209,0.5,0.2,0.961839530332681,-0.969262330964056,0.7098320317742793,1.0,-0.6700300667583958,0.50000748031928,0.0,0.7455463903597429,-1.055418129726205,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_50,0.25,-0.8856605524000913,0.5,-0.6,0.31604696673189825,-0.361907547603598,-0.15768532925053064,0.75,0.24624165520052993,0.21567356285612554,0.0,-0.14873507480136974,-0.3437289950265521,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_51,0.75,0.7212225169813489,0.5,-0.9333333333333333,0.43933463796477495,-0.12947922878040607,0.854528282190596,-0.25,0.169596901595067,-0.8196903945718814,0.0,0.7807430148147764,-0.22312791706477683,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_52,-0.625,-0.5165996501729015,0.5,-0.6666666666666666,0.7035225048923679,-0.663624235981707,-0.11064030740322812,0.0,-0.7998776945421189,0.7848779860187846,0.0,-0.05407498324179107,-0.6555585550667216,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Startup_53,-0.25,-0.9723901254825037,0.0,0.7333333333333333,-0.09295499021526418,0.14950370398008755,-0.9114575307328664,0.75,-0.7309789532691229,0.710585449681887,0.0,-0.8639117868667605,0.25101999433002603,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Startup_54,0.0,0.7667295490585759,0.5,-0.9333333333333333,0.23972602739726026,-0.5684849900800957,0.8307810845607425,1.0,-0.7287366865413035,0.4052348271697165,0.0,0.8590220688723414,-0.6697534617942407,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Startup_55,0.375,0.5459438855232162,1.0,-0.7333333333333333,-0.6448140900195695,-0.18559523081225682,-0.5966734437214481,-0.75,-0.1869235081282169,-0.24206612402768315,0.0,-0.6274299195086337,-0.11098470325865357,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_56,0.625,-0.30499077184382345,-0.5,0.0,-0.4843444227005871,-0.16887804112503685,0.19831186713658666,-0.75,-0.6873566732915456,-0.6896824454859265,0.0,0.13304793627203898,-0.18508191437684465,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_57,-0.875,0.41944457290523657,1.0,-0.6,0.42367906066536204,-0.9058152633793206,-0.28882084217747267,0.5,-0.828211792284564,0.4879631689026172,0.0,-0.25763531019574626,-0.872508810800169,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_58,-0.25,0.28410837232702285,0.0,-0.06666666666666667,-0.6585127201565558,-0.11137456926311984,-0.9430309838991097,-0.25,-0.17041227131427403,0.5597582759759074,0.0,-0.9081696710194707,-0.0035540098209537224,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Startup_59,-0.25,0.18800854207544726,1.0,0.0,0.2436399217221135,0.2770662645781795,-0.5285058831132033,0.25,-0.5183712989858839,0.7208763742593237,0.0,-0.47875063265486406,0.33212057429021435,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Startup_60,0.5,-0.04947709116985873,0.0,0.8666666666666667,0.02054794520547945,0.5381808393781106,-0.2366199563551044,-0.5,0.9081180247668552,0.20514326806172958,0.0,-0.22882611474566494,0.5623874756486354,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_61,-0.5,-0.2579012095801454,0.0,-0.26666666666666666,0.3199608610567515,0.5217733397938097,-0.23520820802409914,-0.5,-0.9545940987616571,0.26162067600144023,0.0,-0.22270141288589348,0.5453134416714832,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_62,-0.25,-0.9352413064242341,0.0,-0.4,0.3904109589041096,-0.17979699779888147,0.5055122807191963,0.25,0.3567242521530855,-0.6905342045079396,0.0,0.4412616307166278,-0.23273761467382006,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_63,-0.375,0.6870472082400157,0.5,-0.6666666666666666,-0.31800391389432486,0.40791836117878183,-0.6845696901610089,0.5,0.3648779493451561,-0.5185068085866086,0.0,-0.7386805651543574,0.49347738441199845,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_64,0.125,-0.6979819376785646,1.0,-0.6666666666666666,-0.34148727984344424,0.18080312209696656,0.547719579060392,-0.5,-0.24379554604290882,0.7694765073092693,0.0,0.6053247559017475,0.10687070053863562,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_65,0.5,-0.7845134342294424,0.0,-0.2,-0.3082191780821918,0.33741565421914715,0.806445327063315,0.75,0.4955409468480863,0.201808043038765,0.0,0.8176427097893921,0.2375329587887025,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_66,-0.375,-0.6819408216832742,1.0,-0.2,0.6917808219178082,0.7909740016692508,0.8986881676600271,-1.0,-0.7228252560770524,-0.9501252205447468,0.0,0.814185686151224,0.6897254141297698,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Startup_67,0.875,0.2329785613285502,-0.5,-0.26666666666666666,-0.9403131115459883,0.2899287627103474,0.555796370216087,-0.75,-0.8225042042501146,-0.13739750715866555,0.0,0.5378328128328907,0.22362235935377217,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_68,0.125,-0.5475912800680836,1.0,-1.0,-0.8698630136986302,-0.9054823056808651,0.7513354443279034,0.25,0.33715537889211633,0.6977073320094831,0.0,0.803676600343998,-0.9988249455381532,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Startup_69,-0.75,-0.25604356642660847,0.5,0.0,-0.4589041095890411,0.5223782773568705,-0.11277184854525299,-1.0,-0.7562554145645416,0.21513697461977538,0.0,-0.10370779919248817,0.5317163382524385,2,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Startup_70,0.125,-0.5175649279214837,0.0,-0.13333333333333333,-0.8796477495107632,-0.27465972187374504,0.4997042287827647,1.0,-0.37608928298425315,0.3298750986155425,0.0,0.5204946503640039,-0.3366833610719631,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_71,0.375,0.4177636651085207,0.5,0.6,-0.3101761252446184,-0.7208912469198077,0.6147139966893508,0.75,0.34816287010141167,-0.09756829780846593,0.0,0.6002785656012429,-0.7906859141129555,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Startup_72,0.625,0.2667788179431632,1.0,0.5333333333333333,-0.26125244618395305,0.661930163786143,0.405538626726782,0.25,-0.8508383019925597,0.8052603599928588,0.0,0.46562491750804136,0.6027817914890455,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_73,0.625,-0.5100456272713787,0.5,0.4,-0.26320939334637966,0.3815079868113372,0.5756741843922274,0.25,0.37017785252000207,0.63435401458762,0.0,0.622114184459814,0.3047850868879686,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Startup_74,0.375,-0.7199683926391766,-0.5,-0.8,-0.5058708414872799,0.16951909525548428,-0.8737459548936466,0.25,0.3665086887835702,-0.9288691452787715,0.0,-0.9627324454513804,0.282749307277533,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Startup_75,0.625,-0.049991881945266096,-0.5,-1.0,-0.8072407045009785,-0.48423386331988866,-0.3000094447951722,-1.0,-0.41706161137440756,-0.7501613255524715,0.0,-0.3720737672973296,-0.4389243550672465,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Startup_76,-0.25,-0.2387856431150988,-0.5,-0.7333333333333333,-0.541095890410959,-0.8131182783317986,-0.835103818182722,0.5,0.5326402690720073,0.8058687592942967,0.0,-0.7793457387382238,-0.7179188833176272,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Startup_77,0.875,-0.6136507442684632,0.0,0.6666666666666666,0.961839530332681,-0.6418867039815418,-0.019037724500295772,0.5,-0.840238495642868,-0.07162056629009077,0.0,-0.03354701392100518,-0.6363558873086891,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_78,0.875,-0.07131587961575475,1.0,0.0,-0.31800391389432486,-0.23364697906029952,-0.6795152334604239,-0.75,0.6392498598583296,0.8277970659195656,0.0,-0.6213800450003377,-0.15956997807656026,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Startup_79,0.125,0.7402789447689998,1.0,-0.4,0.7700587084148728,0.08882269134006589,-0.09772181598556437,1.0,-0.29781378994037605,0.2786578511935099,0.0,-0.0833095306142598,0.0974265908941829,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_80,-0.875,-0.4047034267400114,-0.5,-0.13333333333333333,0.5215264187866928,0.36187043499188193,-0.4775875010563258,0.75,-0.8875299393568771,-0.5219158394264689,0.0,-0.5312519966951254,0.42285728243689763,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_81,-0.625,-0.6129720308490084,1.0,-1.0,-0.46673189823874756,-0.909070156960052,-0.13674770963717073,-0.5,-0.5518014574733731,0.47536032697971636,0.0,-0.10607600172518616,-0.893836719224409,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup_82,0.625,-0.47335566348931407,1.0,-0.5333333333333333,-0.04403131115459882,0.7753618235611457,-0.8344396999537702,-0.25,-0.36854711308158794,-0.5080822356380363,0.0,-0.8882105558529019,0.8773237000492781,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_83,-0.375,0.8622466411173166,1.0,0.4,0.25146771037182,0.3617477024096045,0.199695778176558,0.25,-0.3279824695510371,-0.7524872061605915,0.0,0.12920131155718836,0.3439222438206979,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_84,0.0,0.37077059858791894,-0.5,-0.5333333333333333,0.8483365949119374,-0.7947110205472192,-0.7788943624514711,0.75,0.047495286143810794,0.17054629270389604,0.0,-0.775898525797249,-0.6999951618351749,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Startup_85,0.5,-0.3748420382703719,-0.5,-0.7333333333333333,-0.21428571428571427,0.4296847187018419,-0.4831629127748311,-0.25,-0.9350252255006878,-0.5352707027809832,0.0,-0.5379603518964057,0.49120618028653057,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Startup_86,-0.125,-0.20851148509551176,0.5,0.8666666666666667,0.5156555772994129,-0.39743933736437786,-0.25162425622238016,-0.75,-0.9066911277582429,-0.5995775115670671,0.0,-0.310965096158343,-0.35976233493793097,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Startup_87,-0.25,-0.38348641522118243,0.5,-0.2,-0.14187866927592954,-0.165242738293994,-0.09554653052905766,-0.75,-0.40320032614788764,0.8211425738881004,0.0,-0.03590490690749988,-0.16129949426369905,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_88,-0.25,-0.6830809929612162,-0.5,0.8666666666666667,-0.8033268101761253,0.3946444369758827,-0.7315809095834845,-0.75,-0.2674412678999133,-0.4684026326734362,0.0,-0.7816810172362726,0.4853868100376011,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Startup_89,-0.25,0.6036800513469465,1.0,0.9333333333333333,0.30430528375733856,0.9530033615101657,0.8119988666245793,-0.75,0.5721857004535493,-0.7680482650147462,0.0,0.7423683896010767,0.8596895045094668,2,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Startup_90,-0.125,0.5188767094711373,1.0,0.5333333333333333,0.3512720156555773,0.8517956956103669,-0.2603989680318538,0.25,-0.30535595984304126,0.4124957237508116,0.0,-0.23540410407237466,0.8755575937834449,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Startup_91,-0.875,-0.696959363080048,0.5,0.26666666666666666,0.49608610567514677,-0.054911864121066876,0.2147597293817636,0.25,0.06421036538755538,0.791779827274441,0.0,0.2730489131846833,-0.08826911014709504,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Startup_92,0.5,-0.7139960268578484,0.0,0.9333333333333333,-0.13405088062622308,-0.10921159923901416,0.5266606683932415,-0.5,-0.7010141160882637,0.6460831552186198,0.0,0.5739054161491974,-0.17825754721592238,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Startup_93,-0.5,-0.2660605052332925,0.0,-0.06666666666666667,0.21428571428571427,0.06655633948449806,-0.48228206135140106,0.25,0.666360903021964,0.6123479126418393,0.0,-0.44141062028756567,0.11798023420418431,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Startup_94,0.875,0.6481663906928454,1.0,-0.26666666666666666,-0.14579256360078277,0.04962727124751305,0.7635957826504084,-0.5,-0.0028537940172246967,0.07538865245538987,0.0,0.7641035735256674,-0.04273809491860293,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Startup_95,0.625,0.1856161283225216,-0.5,0.3333333333333333,-0.6409001956947162,0.21018266476879052,0.9028617729371822,1.0,-0.4443764969678438,-0.5793108331978565,0.0,0.8492852013323425,0.10702291447229335,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
